datetime	T	RH	WIND	SW	P	SWE	LW	EL
2009-4-30 5:0	-1.565	0.4329	 1.008	-4.347	     0	657.91	 183.8	     0
2009-4-30 6:0	-3.3215	0.4541	 0.761	 33.13	     0	656.55	 185.5	7.5487
2009-4-30 7:0	1.0605	0.2206	 0.902	 231.8	     0	655.14	 189.9	19.246
2009-4-30 8:0	5.7455	0.2088	 1.259	 473.3	     0	653.73	 194.2	31.077
2009-4-30 9:0	 6.961	0.1919	  1.26	 697.9	     0	652.32	 198.2	42.713
2009-4-30 10:0	  8.35	0.1754	 1.082	   884	     0	 650.9	 202.3	53.613
2009-4-30 11:0	  8.53	0.1412	 1.516	  1019	     0	649.49	 204.8	 62.58
2009-4-30 12:0	  9.01	0.1596	 1.572	  1094	     0	648.08	 208.1	67.013
2009-4-30 13:0	 9.615	0.1576	 1.761	  1107	     0	646.67	 210.7	64.371
2009-4-30 14:0	 9.885	0.1653	 1.705	  1048	     0	645.25	 212.1	56.307
2009-4-30 15:0	 9.735	0.1972	 1.577	   839	     0	643.84	 223.6	45.773
2009-4-30 16:0	 9.665	 0.212	 1.699	 675.5	     0	642.43	 224.2	34.275
2009-4-30 17:0	 8.515	0.2391	  1.83	 414.5	     0	641.02	 226.8	22.473
2009-4-30 18:0	6.6245	0.3841	 1.907	 216.8	     0	 639.6	 225.3	 10.73
2009-4-30 19:0	 3.764	 0.513	 1.387	 30.34	     0	638.19	 217.3	     0
2009-4-30 20:0	 1.312	0.5991	 1.045	-3.523	     0	636.78	 212.2	     0
2009-4-30 21:0	0.3845	0.3458	 1.247	-3.863	     0	635.37	 210.4	     0
2009-4-30 22:0	 2.437	0.3451	 2.398	-3.391	     0	633.95	 215.2	     0
2009-4-30 23:0	1.2795	0.5372	 1.316	-3.477	     0	632.54	 225.9	     0
2009-5-1 0:0	-0.3985	0.5567	 1.179	-3.766	     0	631.13	 228.8	     0
2009-5-1 1:0	-1.235	0.5557	 0.969	-3.983	     0	629.72	 207.6	     0
2009-5-1 2:0	-1.901	0.6254	 0.819	 -3.37	     0	 628.3	   206	     0
2009-5-1 3:0	-2.3335	0.6042	 0.855	-3.382	     0	626.89	 208.4	     0
2009-5-1 4:0	-2.1615	0.6224	  0.61	-3.644	     0	625.48	 215.8	     0
2009-5-1 5:0	-2.093	0.6258	 0.659	-3.596	     0	624.07	 214.7	     0
2009-5-1 6:0	 -1.64	0.6026	 0.733	 25.95	     0	622.65	 227.7	7.7554
2009-5-1 7:0	1.7805	0.3043	 0.602	 139.4	     0	622.77	 232.6	19.446
2009-5-1 8:0	6.1025	0.2769	 0.804	 372.5	     0	622.88	 228.1	31.276
2009-5-1 9:0	 7.539	0.2473	  1.05	 578.4	     0	622.99	 231.3	42.923
2009-5-1 10:0	8.0585	 0.276	 1.238	 647.7	     0	623.11	 247.8	53.847
2009-5-1 11:0	 8.935	  0.27	 1.301	   910	     0	623.22	 243.8	62.856
2009-5-1 12:0	 9.785	0.2749	 1.244	   968	     0	623.33	 247.6	67.316
2009-5-1 13:0	 9.995	0.2521	 1.742	  1041	     0	623.44	 240.3	64.634
2009-5-1 14:0	 10.31	0.2726	 1.403	   871	     0	623.56	 250.1	56.512
2009-5-1 15:0	 9.855	 0.281	 1.076	 430.6	     0	623.67	 280.3	45.942
2009-5-1 16:0	 8.845	0.3756	 1.194	 252.6	     0	623.78	 302.6	34.428
2009-5-1 17:0	 7.745	0.3622	 1.316	 152.3	     0	 623.9	 305.7	22.624
2009-5-1 18:0	 6.878	0.3952	 1.529	  81.4	     0	624.01	 305.9	10.887
2009-5-1 19:0	 5.844	0.4107	 1.558	 20.22	     0	624.12	 296.3	     0
2009-5-1 20:0	 5.328	0.4489	 1.604	-0.975	     0	624.23	 299.3	     0
2009-5-1 21:0	 5.416	0.4181	 1.764	-1.037	     0	624.35	   302	     0
2009-5-1 22:0	  5.05	0.4265	 1.872	-1.313	     0	624.46	 291.8	     0
2009-5-1 23:0	4.4295	0.4822	 1.758	-1.335	     0	624.57	 288.6	     0
2009-5-2 0:0	3.8465	 0.487	 1.357	-1.168	0.70833	624.69	 296.1	     0
2009-5-2 1:0	 3.782	 0.534	 1.401	-1.047	0.70833	 624.8	 294.3	     0
2009-5-2 2:0	3.5975	0.5451	 1.674	-1.358	0.70833	624.91	 282.4	     0
2009-5-2 3:0	3.1955	0.5471	 1.623	-1.565	0.70833	625.02	 271.3	     0
2009-5-2 4:0	2.3735	  0.58	 1.346	-1.813	0.70833	625.14	 265.4	     0
2009-5-2 5:0	  2.06	0.6368	 1.337	-1.324	0.70833	625.25	 280.5	     0
2009-5-2 6:0	1.5575	 0.763	  0.57	 18.76	0.70833	625.36	 289.9	7.9577
2009-5-2 7:0	0.7015	 0.865	 0.983	  93.5	0.70833	627.99	   302	 19.64
2009-5-2 8:0	 0.974	 0.897	 0.888	 177.5	0.70833	630.61	 315.4	31.471
2009-5-2 9:0	 1.474	 0.877	 0.872	 291.9	0.70833	633.23	 317.2	43.127
2009-5-2 10:0	 2.934	 0.899	 0.936	 361.4	0.70833	635.86	 317.8	54.076
2009-5-2 11:0	1.9605	 0.822	 0.744	 444.2	0.70833	638.48	 320.5	63.126
2009-5-2 12:0	3.2975	  0.85	 0.925	 608.2	0.70833	 641.1	 322.2	67.615
2009-5-2 13:0	2.1545	 0.858	 0.889	 470.9	0.70833	643.73	 322.3	64.893
2009-5-2 14:0	 2.911	 0.769	 0.719	 489.4	0.70833	646.35	 316.8	56.713
2009-5-2 15:0	 4.284	 0.788	 0.943	 475.7	0.70833	648.97	 307.8	46.109
2009-5-2 16:0	 0.591	 0.938	 2.261	 256.8	0.70833	 651.6	 307.9	 34.58
2009-5-2 17:0	-1.028	 0.837	 1.728	 200.4	0.70833	654.22	 302.5	22.773
2009-5-2 18:0	 -0.77	 0.736	  2.24	    93	0.70833	656.84	 251.9	11.042
2009-5-2 19:0	-1.3205	 0.864	 1.355	 35.96	0.70833	659.47	 227.2	     0
2009-5-2 20:0	-1.9025	 0.795	 1.037	-0.637	0.70833	662.09	 229.7	     0
2009-5-2 21:0	-1.429	 0.854	 0.968	-0.477	0.70833	664.71	 281.9	     0
2009-5-2 22:0	-1.6975	  0.94	  0.75	-0.176	0.70833	667.34	 306.3	     0
2009-5-2 23:0	-1.4825	  0.86	 1.538	-0.081	0.70833	669.96	 307.1	     0
2009-5-3 0:0	-1.182	 0.878	 1.672	-0.152	0.45833	672.58	 308.8	     0
2009-5-3 1:0	-1.3335	 0.752	 1.925	-0.273	0.45833	675.21	 306.6	     0
2009-5-3 2:0	-1.936	 0.736	 1.386	-0.329	0.45833	677.83	   301	     0
2009-5-3 3:0	-2.9735	 0.791	 1.157	-0.718	0.45833	680.45	 297.8	     0
2009-5-3 4:0	-3.038	 0.704	  1.24	-1.399	0.45833	683.08	 294.6	     0
2009-5-3 5:0	-3.135	 0.845	 0.928	-1.261	0.45833	 685.7	 295.8	     0
2009-5-3 6:0	-3.386	 0.781	 0.651	 33.14	0.45833	688.33	 292.9	8.1555
2009-5-3 7:0	-1.0185	0.5602	 0.764	 207.4	0.45833	689.94	 300.4	 19.83
2009-5-3 8:0	0.6025	0.6434	 0.959	 509.8	0.45833	691.56	 292.5	 31.66
2009-5-3 9:0	2.8945	0.5154	 1.345	 454.2	0.45833	693.17	 296.8	43.326
2009-5-3 10:0	2.5185	 0.627	  1.35	 466.3	0.45833	694.79	 296.4	54.299
2009-5-3 11:0	3.2455	0.5887	 1.455	 525.5	0.45833	696.41	 302.6	 63.39
2009-5-3 12:0	4.0655	0.6987	 1.055	 528.2	0.45833	698.02	 305.1	67.909
2009-5-3 13:0	     5	   0.6	 1.083	 574.5	0.45833	699.64	 305.9	65.148
2009-5-3 14:0	3.8735	 0.711	 0.794	 545.3	0.45833	701.25	 321.9	56.912
2009-5-3 15:0	6.1395	0.6358	  0.94	 539.8	0.45833	702.87	 286.2	46.274
2009-5-3 16:0	3.1995	 0.794	 0.927	 271.3	0.45833	704.49	 319.7	 34.73
2009-5-3 17:0	1.4115	 0.853	 1.114	 169.8	0.45833	 706.1	 315.2	22.921
2009-5-3 18:0	1.1675	 0.947	 0.834	  71.5	0.45833	707.72	 302.4	11.197
2009-5-3 19:0	0.5005	  0.97	 0.318	 36.76	0.45833	709.33	 314.8	     0
2009-5-3 20:0	-0.4195	 0.999	 1.056	  0.29	0.45833	710.95	 314.9	     0
2009-5-3 21:0	-0.5175	 0.995	 0.291	 -0.28	0.45833	712.57	 313.2	     0
2009-5-3 22:0	-0.3495	 0.995	 0.523	-0.442	0.45833	714.18	 313.8	     0
2009-5-3 23:0	-1.3555	 0.983	 0.654	-2.067	0.45833	 715.8	 310.4	     0
2009-5-4 0:0	-0.2435	 0.832	 1.451	 -1.13	0.33333	717.41	 310.3	     0
2009-5-4 1:0	 0.411	 0.947	 0.947	-0.565	0.33333	719.03	   316	     0
2009-5-4 2:0	-0.164	  0.96	 0.637	-0.235	0.33333	720.65	 315.6	     0
2009-5-4 3:0	 0.171	 0.945	 0.911	-0.301	0.33333	722.26	 315.6	     0
2009-5-4 4:0	-0.6685	 0.964	 0.554	-0.284	0.33333	723.88	 314.2	     0
2009-5-4 5:0	-1.2555	 0.963	 0.362	-0.292	0.33333	 725.5	 310.2	     0
2009-5-4 6:0	-1.4175	 0.896	 0.385	 33.26	0.33333	727.11	 308.3	8.3488
2009-5-4 7:0	 0.027	   0.9	 0.828	 118.2	0.33333	727.92	 313.6	20.016
2009-5-4 8:0	-1.3695	 0.938	 1.215	 253.1	0.33333	728.73	 314.8	31.845
2009-5-4 9:0	-2.2275	 0.917	 1.363	 409.3	0.33333	729.55	 310.8	 43.52
2009-5-4 10:0	 1.129	 0.712	 1.348	 673.5	0.33333	730.36	 315.3	54.517
2009-5-4 11:0	5.9055	0.4746	 1.122	   899	0.33333	731.17	 302.3	 63.65
2009-5-4 12:0	5.9555	 0.668	 1.599	   816	0.33333	731.98	 295.5	68.198
2009-5-4 13:0	  5.58	0.5476	 1.327	  1011	0.33333	732.79	 284.3	65.399
2009-5-4 14:0	 6.266	0.6089	 1.373	   743	0.33333	 733.6	 266.4	57.108
2009-5-4 15:0	6.5945	0.5472	  1.42	   597	0.33333	734.41	 254.5	46.437
2009-5-4 16:0	 5.899	0.5892	 1.223	 401.5	0.33333	735.22	 250.2	34.879
2009-5-4 17:0	 6.201	0.6335	  0.87	 412.1	0.33333	736.04	 227.6	23.068
2009-5-4 18:0	 3.031	 0.822	 0.698	 126.5	0.33333	736.85	 244.5	11.351
2009-5-4 19:0	1.5465	 0.845	 0.667	 37.36	0.33333	737.66	 246.2	0.0074259
2009-5-4 20:0	 0.446	 0.893	 0.594	-1.725	0.33333	738.47	 264.2	     0
2009-5-4 21:0	0.2715	 0.895	 0.425	 -1.37	0.33333	739.28	 280.9	     0
2009-5-4 22:0	0.9265	 0.746	 0.652	-0.913	0.33333	740.09	 295.4	     0
2009-5-4 23:0	 1.296	 0.883	 0.514	-0.566	0.33333	 740.9	 307.1	     0
2009-5-5 0:0	0.4735	 0.934	 0.534	-0.324	0.041667	741.72	 306.7	     0
2009-5-5 1:0	0.2215	 0.924	 0.645	-0.387	0.041667	742.53	 296.6	     0
2009-5-5 2:0	-0.316	 0.947	 0.446	-0.209	0.041667	743.34	 306.2	     0
2009-5-5 3:0	-0.5005	 0.943	 0.698	-0.276	0.041667	744.15	 297.1	     0
2009-5-5 4:0	-0.7995	 0.917	 0.423	-1.002	0.041667	744.96	   274	     0
2009-5-5 5:0	-1.2495	 0.842	 0.636	-2.227	0.041667	745.77	 247.1	     0
2009-5-5 6:0	-0.324	 0.777	 0.641	 32.66	0.041667	746.58	 257.4	8.5374
2009-5-5 7:0	3.2015	0.4987	  0.63	 178.2	0.041667	744.08	 244.8	20.196
2009-5-5 8:0	 5.154	0.4558	 0.679	 410.6	0.041667	741.57	 250.5	32.025
2009-5-5 9:0	 7.725	0.3935	 1.205	   727	0.041667	739.07	 224.6	43.709
2009-5-5 10:0	  8.49	0.3572	 1.383	   946	0.041667	736.57	 229.4	54.729
2009-5-5 11:0	  9.23	0.3303	 1.505	  1058	0.041667	734.06	 247.7	63.903
2009-5-5 12:0	   8.8	0.3175	 1.186	 648.5	0.041667	731.56	   287	68.483
2009-5-5 13:0	  8.79	0.3481	 1.479	   613	0.041667	729.05	   301	65.647
2009-5-5 14:0	  8.84	0.3957	 1.149	 479.6	0.041667	726.55	 309.9	57.301
2009-5-5 15:0	  8.18	0.4377	 1.332	   380	0.041667	724.04	 311.2	46.597
2009-5-5 16:0	   8.4	0.4917	 1.211	 426.6	0.041667	721.54	 305.3	35.026
2009-5-5 17:0	7.1915	0.4102	 1.414	 242.5	0.041667	719.03	   306	23.214
2009-5-5 18:0	 7.465	0.4445	 1.529	 219.4	0.041667	716.53	 286.4	11.503
2009-5-5 19:0	5.4755	0.5855	 1.415	 58.49	0.041667	714.02	 266.1	0.17374
2009-5-5 20:0	 3.672	 0.647	 0.866	-0.702	0.041667	711.52	 288.4	     0
2009-5-5 21:0	 2.503	0.6998	 0.449	-2.871	0.041667	709.01	 257.7	     0
2009-5-5 22:0	 2.591	0.6032	 0.614	-2.044	0.041667	706.51	 281.2	     0
2009-5-5 23:0	 2.363	0.6657	  0.58	 -2.82	0.041667	   704	 259.9	     0
2009-5-6 0:0	 1.373	0.6708	 0.732	-3.189	     0	 701.5	 240.1	     0
2009-5-6 1:0	 0.909	0.6993	  0.72	-4.124	     0	698.99	 220.3	     0
2009-5-6 2:0	0.3245	0.6645	 0.676	-3.944	     0	696.49	 215.1	     0
2009-5-6 3:0	-0.0575	 0.708	 0.653	-3.712	     0	693.98	   214	     0
2009-5-6 4:0	-0.7765	 0.712	 0.666	-3.835	     0	691.48	 213.1	     0
2009-5-6 5:0	0.1175	0.5636	 0.613	-3.514	     0	688.98	 212.9	     0
2009-5-6 6:0	2.8015	0.4258	 0.766	 49.91	     0	686.47	 214.6	8.7213
2009-5-6 7:0	6.8275	0.3414	 1.169	 257.7	     0	684.15	 216.6	20.372
2009-5-6 8:0	 8.105	0.3241	 1.475	 496.2	     0	681.82	 218.7	32.199
2009-5-6 9:0	 8.905	0.2965	 1.461	   719	     0	 679.5	 220.8	43.892
2009-5-6 10:0	10.335	0.2629	 1.499	   902	     0	677.18	 224.4	54.935
2009-5-6 11:0	11.555	0.2471	 1.405	  1035	     0	674.85	 229.2	64.151
2009-5-6 12:0	12.755	0.2052	 1.421	  1103	     0	672.53	 233.1	68.763
2009-5-6 13:0	 13.94	0.2236	  1.21	  1112	     0	670.21	 235.1	65.891
2009-5-6 14:0	14.125	0.2347	 1.321	  1050	     0	667.88	 237.4	57.491
2009-5-6 15:0	 13.67	0.2276	 1.794	   932	     0	665.56	 237.6	46.756
2009-5-6 16:0	13.135	0.2481	 1.742	   752	     0	663.24	 237.2	35.172
2009-5-6 17:0	 12.69	0.2739	 1.633	 532.4	     0	660.91	 239.2	23.358
2009-5-6 18:0	  9.76	0.4718	 1.523	 233.9	     0	658.59	 240.9	11.655
2009-5-6 19:0	 6.571	0.5474	 1.183	 17.51	     0	656.26	 235.4	0.33888
2009-5-6 20:0	 4.854	0.4499	 1.114	-2.756	     0	653.94	 234.3	     0
2009-5-6 21:0	 4.261	0.6172	 0.887	-4.384	     0	651.62	 231.2	     0
2009-5-6 22:0	 2.707	0.5921	  0.86	-3.891	     0	649.29	 228.1	     0
2009-5-6 23:0	3.6885	0.5495	  1.12	-3.646	     0	646.97	 228.9	     0
2009-5-7 0:0	3.8235	0.5123	 1.136	-3.455	     0	644.65	 230.5	     0
2009-5-7 1:0	 4.461	0.5623	 1.305	-3.747	     0	642.32	 228.2	     0
2009-5-7 2:0	 4.275	0.5455	 1.161	 -4.21	     0	   640	 223.5	     0
2009-5-7 3:0	 3.018	0.6304	 1.033	-4.686	     0	637.68	 220.2	     0
2009-5-7 4:0	1.3245	0.6392	 0.911	-4.384	     0	635.35	   218	     0
2009-5-7 5:0	1.1115	0.5996	  0.95	-4.279	     0	633.03	 216.5	     0
2009-5-7 6:0	 3.043	0.4348	 0.733	 51.19	     0	630.71	 215.8	8.9004
2009-5-7 7:0	7.9095	0.2655	 0.894	 261.5	     0	630.92	 218.1	20.543
2009-5-7 8:0	10.035	0.2737	 1.275	 499.8	     0	631.14	 219.2	32.369
2009-5-7 9:0	 10.06	 0.283	 1.734	   720	     0	631.36	 221.7	 44.07
2009-5-7 10:0	10.685	0.2481	 1.701	   902	     0	631.58	 224.6	55.136
2009-5-7 11:0	11.485	0.2317	  1.51	  1032	     0	 631.8	 228.6	64.393
2009-5-7 12:0	 11.77	0.2256	 1.632	  1105	     0	632.02	 232.1	69.039
2009-5-7 13:0	 11.97	0.2438	 1.995	  1110	     0	632.24	 236.2	66.131
2009-5-7 14:0	12.085	0.2702	 1.926	  1049	     0	632.46	 239.7	57.678
2009-5-7 15:0	12.455	0.2796	 1.882	   912	     0	632.67	   246	46.913
2009-5-7 16:0	  11.9	0.3078	 1.829	   711	     0	632.89	 257.7	35.317
2009-5-7 17:0	11.015	0.3169	  1.71	 350.3	     0	633.11	 255.8	23.502
2009-5-7 18:0	10.085	0.3384	 2.059	 289.2	     0	633.33	 239.3	11.805
2009-5-7 19:0	 8.315	 0.325	 2.095	 19.32	     0	633.55	   237	0.5028
2009-5-7 20:0	 7.332	0.4442	 1.636	-2.152	     0	633.77	 238.6	     0
2009-5-7 21:0	6.3345	0.5301	 1.328	-2.696	     0	633.99	 258.3	     0
2009-5-7 22:0	5.7005	0.5574	 0.907	-2.229	     0	634.21	 287.9	     0
2009-5-7 23:0	3.8435	0.5933	 0.706	-3.212	     0	634.42	 242.9	     0
2009-5-8 0:0	1.6035	0.6354	 0.758	-3.984	     0	634.64	 220.1	     0
2009-5-8 1:0	 1.157	0.5671	 0.715	-3.964	     0	634.86	 214.2	     0
2009-5-8 2:0	0.7595	 0.594	   0.7	-4.193	     0	635.08	 211.9	     0
2009-5-8 3:0	0.0075	0.6253	 0.594	-4.225	     0	 635.3	 210.3	     0
2009-5-8 4:0	-0.5755	0.6313	 0.707	-4.472	     0	635.52	 206.6	     0
2009-5-8 5:0	-0.1695	0.5632	 0.714	-3.749	     0	635.74	 205.5	     0
2009-5-8 6:0	0.9905	0.4625	 0.668	 54.72	     0	635.95	 205.2	9.0748
2009-5-8 7:0	5.0295	0.2431	 0.956	 264.4	     0	634.11	 208.4	20.709
2009-5-8 8:0	 8.065	0.2641	 1.382	 497.4	     0	632.26	 212.2	32.534
2009-5-8 9:0	  8.24	0.2643	   1.7	   713	     0	630.41	 215.3	44.243
2009-5-8 10:0	  8.45	0.2529	 1.499	   895	     0	628.56	   219	55.331
2009-5-8 11:0	 8.735	0.2592	 1.807	  1028	     0	626.71	 222.5	64.629
2009-5-8 12:0	  9.23	0.2767	 1.635	  1098	     0	624.86	 225.6	69.309
2009-5-8 13:0	 9.415	0.2602	 1.768	  1107	     0	623.01	 227.3	66.367
2009-5-8 14:0	  9.25	0.2385	 2.266	  1051	     0	621.16	 227.5	57.862
2009-5-8 15:0	  9.69	0.2143	 1.939	   923	     0	619.31	 224.4	47.068
2009-5-8 16:0	  9.86	0.2324	  2.04	   748	     0	617.46	 224.6	 35.46
2009-5-8 17:0	  9.57	0.2526	 1.569	 532.9	     0	615.62	 224.7	23.644
2009-5-8 18:0	 6.721	0.5246	 0.986	 283.1	     0	613.77	 223.3	11.955
2009-5-8 19:0	 3.494	0.5674	 0.787	 18.89	     0	611.92	 221.8	0.66544
2009-5-8 20:0	 2.033	0.6132	 0.827	-3.139	     0	610.07	 219.4	     0
2009-5-8 21:0	 0.939	0.6627	 0.693	-4.374	     0	608.22	 216.8	     0
2009-5-8 22:0	 0.256	0.6077	 0.782	-3.943	     0	606.37	 215.8	     0
2009-5-8 23:0	0.4295	0.6293	 0.973	-4.348	     0	604.52	 214.5	     0
2009-5-9 0:0	-0.259	0.6068	 0.869	 -3.96	     0	602.67	 212.3	     0
2009-5-9 1:0	-0.6775	0.6314	 0.918	-4.086	     0	600.82	 209.3	     0
2009-5-9 2:0	 -1.11	0.5968	 0.875	-4.393	     0	598.97	 207.6	     0
2009-5-9 3:0	-1.629	0.6657	 0.669	-4.136	     0	597.12	 205.7	     0
2009-5-9 4:0	-2.719	0.6957	 0.444	-3.709	     0	595.28	 202.2	     0
2009-5-9 5:0	-3.1005	0.6826	 0.537	-3.329	     0	593.43	 202.7	     0
2009-5-9 6:0	-1.233	0.5563	 0.582	 54.98	     0	591.58	 201.1	9.2443
2009-5-9 7:0	 4.016	0.2525	 0.607	 264.7	     0	588.93	   203	 20.87
2009-5-9 8:0	7.9145	0.2604	  1.18	 501.3	     0	586.27	 206.1	32.693
2009-5-9 9:0	  7.79	0.2616	 1.395	   721	     0	583.62	 208.3	 44.41
2009-5-9 10:0	  8.28	0.2576	 1.701	   902	     0	580.97	 215.2	55.519
2009-5-9 11:0	  9.03	0.2347	 1.738	   987	     0	578.32	 225.2	 64.86
2009-5-9 12:0	  9.23	0.2575	 2.001	  1083	     0	575.67	 224.7	69.575
2009-5-9 13:0	10.205	0.2589	  1.84	  1090	     0	573.01	 236.7	66.599
2009-5-9 14:0	 9.915	0.2421	 1.985	   703	     0	570.36	 262.7	58.043
2009-5-9 15:0	 10.17	0.2408	  2.12	   731	     0	567.71	 261.6	47.221
2009-5-9 16:0	 9.835	0.2666	 2.419	 593.8	     0	565.06	   257	35.601
2009-5-9 17:0	 8.795	0.3015	 2.109	 291.3	     0	 562.4	 272.7	23.785
2009-5-9 18:0	 7.995	0.3257	 1.789	 189.8	     0	559.75	 263.2	12.103
2009-5-9 19:0	 6.591	0.4002	 1.692	 26.21	     0	 557.1	 290.7	0.82676
2009-5-9 20:0	5.7805	0.4674	 1.516	-0.683	     0	554.45	   283	     0
2009-5-9 21:0	 5.227	0.4738	 1.084	-1.375	     0	 551.8	 301.9	     0
2009-5-9 22:0	 5.906	 0.406	 1.592	-1.381	     0	549.14	 295.5	     0
2009-5-9 23:0	6.0395	0.4738	 1.235	-1.661	     0	546.49	   292	     0
2009-5-10 0:0	5.5535	0.4265	 1.203	-1.363	     0	543.84	 302.6	     0
2009-5-10 1:0	6.2395	0.3758	 1.564	-1.102	     0	541.19	   308	     0
2009-5-10 2:0	 6.391	0.3818	 1.521	-1.232	     0	538.54	 301.6	     0
2009-5-10 3:0	 6.217	0.3587	 1.698	-1.249	     0	535.88	 299.3	     0
2009-5-10 4:0	4.5425	0.5104	 1.169	-2.513	     0	533.23	 255.8	     0
2009-5-10 5:0	3.0765	0.4893	 1.064	-2.453	     0	530.58	 255.4	     0
2009-5-10 6:0	4.0845	0.3705	 1.213	 29.07	     0	527.93	 265.3	9.4089
2009-5-10 7:0	7.3735	0.3118	 1.491	 209.6	     0	525.68	 277.6	21.026
2009-5-10 8:0	 9.105	0.3063	 1.657	   543	     0	523.44	 251.3	32.847
2009-5-10 9:0	 9.185	0.3055	 1.764	   737	     0	521.19	 253.2	44.571
2009-5-10 10:0	  9.33	 0.283	 1.877	   759	     0	518.94	 272.7	55.702
2009-5-10 11:0	 9.815	0.3001	  1.74	   760	     0	 516.7	 275.6	65.084
2009-5-10 12:0	 10.43	0.2894	 1.906	   714	     0	514.45	 278.1	69.836
2009-5-10 13:0	10.415	0.2522	 2.379	   846	     0	512.21	 271.9	66.827
2009-5-10 14:0	11.225	0.2458	 2.182	  1038	     0	509.96	 251.8	58.222
2009-5-10 15:0	10.345	0.2864	 2.127	 589.9	     0	507.72	 261.9	47.372
2009-5-10 16:0	10.235	 0.325	 1.647	 532.5	     0	505.47	 257.2	35.741
2009-5-10 17:0	 9.905	0.2784	 1.553	 384.7	     0	503.22	 239.8	23.925
2009-5-10 18:0	  8.45	0.4632	 1.368	    99	     0	500.98	   270	 12.25
2009-5-10 19:0	6.3405	0.5452	 0.822	 42.19	     0	498.73	 248.7	0.98667
2009-5-10 20:0	3.9205	0.6171	 0.702	-2.568	     0	496.49	 228.2	     0
2009-5-10 21:0	 2.236	 0.626	 0.697	-4.641	     0	494.24	 221.9	     0
2009-5-10 22:0	1.2395	0.6543	 0.719	 -3.58	     0	491.99	 220.6	     0
2009-5-10 23:0	 2.017	0.6023	 1.016	-3.048	     0	489.75	 226.5	     0
2009-5-11 0:0	 3.428	0.5466	 1.289	-3.742	     0	 487.5	 229.8	     0
2009-5-11 1:0	3.6095	0.5539	 1.252	-3.403	     0	485.26	 240.3	     0
2009-5-11 2:0	 4.596	0.3249	 1.319	-2.508	     0	483.01	 260.5	     0
2009-5-11 3:0	 5.146	 0.492	 1.274	-2.641	     0	480.77	 256.1	     0
2009-5-11 4:0	 3.514	0.5494	  1.15	-2.685	     0	478.52	 246.5	     0
2009-5-11 5:0	 3.363	 0.436	 1.247	-2.484	     0	476.27	 243.2	     0
2009-5-11 6:0	4.7465	 0.374	 1.134	 53.62	     0	474.03	   227	9.5686
2009-5-11 7:0	 8.501	0.3007	 1.502	 260.5	     0	471.52	 228.4	21.177
2009-5-11 8:0	10.565	0.3015	 1.223	 493.6	     0	   469	 231.8	32.996
2009-5-11 9:0	 10.46	0.2978	 1.744	   710	     0	466.49	 234.7	44.727
2009-5-11 10:0	 10.83	0.2971	  2.21	   875	     0	463.98	 240.5	 55.88
2009-5-11 11:0	11.385	0.2994	 2.069	  1003	     0	461.47	 247.3	65.302
2009-5-11 12:0	 11.52	0.2582	 1.798	  1062	     0	458.96	 251.7	70.091
2009-5-11 13:0	12.425	0.2478	 1.951	  1170	     0	456.45	 251.7	67.051
2009-5-11 14:0	 12.76	0.2327	 1.877	  1074	     0	453.93	 244.5	58.397
2009-5-11 15:0	 12.74	0.2411	 1.705	   935	     0	451.42	 241.7	 47.52
2009-5-11 16:0	 12.47	0.2444	 1.846	   779	     0	448.91	 241.9	 35.88
2009-5-11 17:0	12.425	0.2605	 1.371	 541.7	     0	 446.4	 238.8	24.063
2009-5-11 18:0	9.4725	0.3159	  1.38	   297	     0	443.89	 233.4	12.395
2009-5-11 19:0	6.8515	0.4401	 1.421	 20.69	     0	441.38	   232	1.1451
2009-5-11 20:0	 4.955	0.5214	 1.051	-2.095	     0	438.86	 230.4	     0
2009-5-11 21:0	 4.461	0.4668	 1.316	-3.436	     0	436.35	 228.5	     0
2009-5-11 22:0	 5.595	0.4612	  1.49	-3.352	     0	433.84	 227.9	     0
2009-5-11 23:0	4.6215	0.3863	 1.187	-3.061	     0	431.33	 233.7	     0
2009-5-12 0:0	  6.77	0.3312	 1.926	-2.619	     0	428.82	 247.2	     0
2009-5-12 1:0	 7.548	0.3499	 2.314	-2.211	     0	426.31	 264.7	     0
2009-5-12 2:0	 6.387	 0.415	 1.785	-2.835	     0	423.79	 229.6	     0
2009-5-12 3:0	5.9055	0.5027	 1.816	-2.132	     0	421.28	 260.7	     0
2009-5-12 4:0	4.9495	0.5218	 1.414	-1.865	     0	418.77	 272.4	     0
2009-5-12 5:0	 4.062	0.5256	 1.091	-1.974	     0	416.26	 249.9	     0
2009-5-12 6:0	3.2285	0.5534	 0.971	 28.38	     0	413.75	 231.3	9.7233
2009-5-12 7:0	6.1815	0.3396	 1.178	 270.7	     0	411.52	 222.9	21.323
2009-5-12 8:0	 8.975	0.3197	 1.372	 478.5	     0	409.28	 232.9	 33.14
2009-5-12 9:0	  9.56	0.3049	 1.747	   718	     0	407.05	 226.9	44.878
2009-5-12 10:0	 9.735	 0.278	 2.426	   906	     0	404.82	 225.9	56.051
2009-5-12 11:0	10.235	0.2418	 2.404	  1040	     0	402.59	 226.5	65.514
2009-5-12 12:0	10.695	0.2525	 2.401	  1109	     0	400.36	 231.9	70.341
2009-5-12 13:0	 10.78	0.2622	  2.75	  1068	     0	398.13	   235	67.271
